Flight Number,Actual,Prediction,Prediction Percentage,Date
471,0,not delayed,0.11313165,2024-05-18
471,1,delayed,0.99670744,2024-05-17
4710,0,not delayed,0.050323978,2024-05-15
4710,0,not delayed,0.28429714,2024-05-18
4710,0,not delayed,0.04665455,2024-05-16
4710,0,not delayed,0.04279473,2024-05-19
4710,0,not delayed,0.041388918,2024-05-17
4711,0,not delayed,0.039327864,2024-05-18
4711,0,not delayed,0.20354237,2024-05-19
4711,0,not delayed,0.03830614,2024-05-17
4711,0,not delayed,0.04780129,2024-05-16
4711,0,not delayed,0.042128358,2024-05-15
4712,0,not delayed,0.041720673,2024-05-17
4712,0,not delayed,0.051709637,2024-05-16
4712,1,delayed,0.994706,2024-05-15
4712,0,not delayed,0.044597384,2024-05-19
4712,1,delayed,0.99679255,2024-05-18
4713,0,not delayed,0.04109934,2024-05-17
4713,1,delayed,0.9888418,2024-05-15
4713,1,delayed,0.99679226,2024-05-18
4713,1,delayed,0.9965792,2024-05-16
4713,0,not delayed,0.16763756,2024-05-19
4714,1,delayed,0.99536896,2024-05-17
4714,1,delayed,0.9972056,2024-05-16
4714,1,delayed,0.9966333,2024-05-15
4714,1,delayed,0.99721855,2024-05-19
4714,0,not delayed,0.06225255,2024-05-18
4715,0,not delayed,0.038994435,2024-05-17
4715,0,not delayed,0.039220255,2024-05-18
4715,0,not delayed,0.040772352,2024-05-16
4715,1,not delayed,0.18296257,2024-05-19
4715,0,not delayed,0.038973946,2024-05-15
4716,0,delayed,0.9264286,2024-05-18
4716,1,delayed,0.9967926,2024-05-16
4716,1,delayed,0.627352,2024-05-19
4716,0,not delayed,0.04195427,2024-05-15
4716,1,delayed,0.99668074,2024-05-17
4717,0,not delayed,0.065260574,2024-05-18
4717,0,not delayed,0.04860122,2024-05-19
4717,0,not delayed,0.038488854,2024-05-15
4717,0,not delayed,0.06761862,2024-05-16
4717,0,not delayed,0.041007962,2024-05-17
4718,0,not delayed,0.041332357,2024-05-15
4718,1,delayed,0.9950681,2024-05-19
4718,0,not delayed,0.043295067,2024-05-16
4718,1,delayed,0.9950691,2024-05-17
4718,1,delayed,0.9562196,2024-05-18
4719,0,not delayed,0.04165003,2024-05-19
4719,1,delayed,0.9687585,2024-05-15
4719,1,delayed,0.77385163,2024-05-17
4719,0,not delayed,0.048218157,2024-05-16
4719,0,not delayed,0.036720615,2024-05-18
472,0,not delayed,0.039467055,2024-05-15
472,0,not delayed,0.04595578,2024-05-17
472,1,delayed,0.99450445,2024-05-19
472,0,not delayed,0.20500468,2024-05-16
472,0,not delayed,0.06378753,2024-05-18
4720,0,not delayed,0.05656887,2024-05-15
4720,0,not delayed,0.04331923,2024-05-17
4720,0,not delayed,0.46256486,2024-05-19
4720,0,not delayed,0.04041776,2024-05-16
4720,1,delayed,0.915409,2024-05-18
4721,0,not delayed,0.2008551,2024-05-16
4721,1,delayed,0.9966961,2024-05-18
4721,1,delayed,0.9950691,2024-05-19
4721,0,not delayed,0.03850447,2024-05-17
4721,1,delayed,0.9972258,2024-05-15
4722,1,not delayed,0.42573878,2024-05-18
4722,0,not delayed,0.039817978,2024-05-16
4722,0,not delayed,0.043884996,2024-05-19
4722,1,delayed,0.99711907,2024-05-17
4722,1,delayed,0.9949493,2024-05-15
4723,0,not delayed,0.040792193,2024-05-16
4723,0,not delayed,0.07044295,2024-05-15
4723,0,not delayed,0.03751988,2024-05-17
4723,0,not delayed,0.039813038,2024-05-18
4723,0,not delayed,0.04438063,2024-05-19
4724,1,delayed,0.9967926,2024-05-16
4724,1,delayed,0.9950691,2024-05-19
4724,1,delayed,0.9953133,2024-05-15
4724,0,not delayed,0.040754575,2024-05-17
4724,0,not delayed,0.038360473,2024-05-18
4725,1,delayed,0.99722487,2024-05-16
4725,0,not delayed,0.03939378,2024-05-17
4725,1,delayed,0.9950691,2024-05-19
4725,0,not delayed,0.03904705,2024-05-15
4725,1,not delayed,0.17196906,2024-05-18
4726,0,not delayed,0.051631387,2024-05-18
4726,0,not delayed,0.060738593,2024-05-15
4726,0,not delayed,0.040243495,2024-05-16
4726,0,not delayed,0.31002143,2024-05-19
4726,1,delayed,0.9960175,2024-05-17
4727,1,delayed,0.9967919,2024-05-19
4727,0,not delayed,0.047884867,2024-05-15
4727,0,not delayed,0.059557464,2024-05-16
4727,1,delayed,0.9959668,2024-05-17
4727,0,not delayed,0.07609987,2024-05-18
4728,1,delayed,0.99679255,2024-05-18
4728,1,delayed,0.9910947,2024-05-17
4728,0,not delayed,0.03825531,2024-05-19
4728,1,delayed,0.995054,2024-05-16
4728,0,not delayed,0.14807709,2024-05-15
4729,1,delayed,0.8573666,2024-05-19
4729,0,not delayed,0.038777314,2024-05-16
4729,0,not delayed,0.036560643,2024-05-18
4729,1,not delayed,0.41198528,2024-05-15
4729,1,delayed,0.7998788,2024-05-17
473,1,delayed,0.9972258,2024-05-15
473,1,delayed,0.92026585,2024-05-17
473,1,not delayed,0.14200525,2024-05-18
473,0,not delayed,0.039864447,2024-05-19
473,1,delayed,0.9503359,2024-05-16
4730,1,delayed,0.9967926,2024-05-18
4730,1,delayed,0.9950691,2024-05-15
4730,0,not delayed,0.040658187,2024-05-17
4730,1,delayed,0.99669296,2024-05-19
4730,1,delayed,0.99506855,2024-05-16
4731,1,delayed,0.9428273,2024-05-16
4731,0,not delayed,0.041236702,2024-05-18
4731,0,not delayed,0.048055854,2024-05-19
4731,1,delayed,0.9950688,2024-05-15
4731,0,not delayed,0.038532358,2024-05-17
4732,0,not delayed,0.040702403,2024-05-16
4732,0,not delayed,0.4343566,2024-05-17
4732,0,not delayed,0.03667089,2024-05-18
4732,1,delayed,0.99666536,2024-05-19
4732,1,delayed,0.9332442,2024-05-15
4733,0,not delayed,0.05004056,2024-05-17
4733,0,not delayed,0.039513156,2024-05-18
4733,1,delayed,0.98291904,2024-05-16
4733,0,delayed,0.74531657,2024-05-15
4733,0,not delayed,0.04144912,2024-05-19
4734,1,delayed,0.9967922,2024-05-19
4734,1,delayed,0.99506855,2024-05-16
4734,0,not delayed,0.04474525,2024-05-18
4734,0,not delayed,0.07167319,2024-05-17
4734,0,not delayed,0.04475366,2024-05-15
4735,1,delayed,0.9967926,2024-05-17
4735,1,delayed,0.99671084,2024-05-16
4735,1,delayed,0.99671084,2024-05-18
4735,1,delayed,0.99671036,2024-05-19
4735,0,not delayed,0.042149875,2024-05-15
4736,1,delayed,0.9950689,2024-05-15
4736,0,not delayed,0.04091701,2024-05-18
4736,1,delayed,0.6671073,2024-05-16
4736,1,delayed,0.99679255,2024-05-19
4736,0,not delayed,0.07417522,2024-05-17
4737,0,delayed,0.6329887,2024-05-19
4737,1,delayed,0.99679214,2024-05-18
4737,0,not delayed,0.19875468,2024-05-15
4737,1,delayed,0.9967926,2024-05-16
4737,0,not delayed,0.05091147,2024-05-17
4738,0,not delayed,0.053075805,2024-05-16
4738,0,not delayed,0.044489026,2024-05-15
4738,1,delayed,0.9972065,2024-05-17
4738,0,not delayed,0.042500917,2024-05-18
4738,0,not delayed,0.044853494,2024-05-19
4739,0,not delayed,0.039882727,2024-05-19
4739,0,not delayed,0.049792174,2024-05-18
4739,1,delayed,0.9936232,2024-05-17
4739,1,delayed,0.9972258,2024-05-15
4739,1,delayed,0.9972258,2024-05-16
474,0,not delayed,0.041941978,2024-05-16
474,1,delayed,0.9950691,2024-05-18
474,0,not delayed,0.038348727,2024-05-19
474,1,delayed,0.9950691,2024-05-15
474,0,not delayed,0.03841639,2024-05-17
4740,1,delayed,0.9972258,2024-05-15
4740,1,not delayed,0.3205596,2024-05-16
4740,0,not delayed,0.03874814,2024-05-18
4740,0,not delayed,0.04622005,2024-05-17
4740,1,delayed,0.9970071,2024-05-19
4741,0,not delayed,0.042141426,2024-05-16
4741,0,not delayed,0.04021252,2024-05-17
4741,1,delayed,0.9893315,2024-05-15
4741,1,delayed,0.9950691,2024-05-19
4741,1,delayed,0.9967926,2024-05-18
4742,0,not delayed,0.111318186,2024-05-16
4742,1,delayed,0.9967926,2024-05-15
4742,1,delayed,0.8584741,2024-05-19
4742,0,not delayed,0.042728372,2024-05-17
4742,1,delayed,0.9310921,2024-05-18
4743,1,delayed,0.9950689,2024-05-17
4743,0,not delayed,0.05760146,2024-05-15
4743,0,not delayed,0.047894575,2024-05-19
4743,0,not delayed,0.039645106,2024-05-16
4743,0,not delayed,0.18353234,2024-05-18
4744,0,not delayed,0.046013206,2024-05-15
4744,0,delayed,0.5022574,2024-05-17
4744,0,not delayed,0.0373098,2024-05-19
4744,0,not delayed,0.112997174,2024-05-18
4744,1,delayed,0.9967926,2024-05-16
4745,1,delayed,0.9950691,2024-05-17
4745,0,not delayed,0.040256668,2024-05-19
4745,0,not delayed,0.14397392,2024-05-16
4745,1,delayed,0.8455037,2024-05-15
4745,1,delayed,0.9950691,2024-05-18
4746,0,not delayed,0.04099409,2024-05-17
4746,1,delayed,0.99499184,2024-05-15
4746,0,not delayed,0.040193897,2024-05-19
4746,0,not delayed,0.0873593,2024-05-16
4746,1,delayed,0.9950691,2024-05-18
4747,1,delayed,0.9950691,2024-05-15
4747,0,not delayed,0.09871154,2024-05-16
4747,1,delayed,0.5316011,2024-05-19
4747,0,not delayed,0.03832352,2024-05-18
4747,1,delayed,0.99334127,2024-05-17
4748,0,not delayed,0.04522576,2024-05-18
4748,0,not delayed,0.03909098,2024-05-17
4748,1,delayed,0.9967926,2024-05-19
4748,1,delayed,0.98208016,2024-05-16
4748,1,delayed,0.96632445,2024-05-15
4749,0,not delayed,0.041857075,2024-05-16
4749,1,delayed,0.95634174,2024-05-19
4749,1,delayed,0.99659216,2024-05-17
4749,1,delayed,0.9967926,2024-05-15
4749,0,not delayed,0.03789366,2024-05-18
475,0,not delayed,0.041874014,2024-05-17
475,1,delayed,0.9957135,2024-05-15
475,1,delayed,0.9950691,2024-05-16
475,1,delayed,0.9950685,2024-05-18
475,1,delayed,0.9871818,2024-05-19
4750,1,not delayed,0.3462864,2024-05-19
4750,1,delayed,0.9967491,2024-05-17
4750,0,not delayed,0.039236467,2024-05-16
4750,1,delayed,0.9960175,2024-05-18
4750,0,not delayed,0.057430033,2024-05-15
4751,0,delayed,0.79660887,2024-05-17
4751,0,not delayed,0.07997087,2024-05-19
4751,0,not delayed,0.045981873,2024-05-15
4751,1,delayed,0.99722576,2024-05-18
4751,0,not delayed,0.075154185,2024-05-16
4752,0,not delayed,0.03767465,2024-05-19
4752,0,not delayed,0.124054715,2024-05-17
4752,0,not delayed,0.051437937,2024-05-18
4752,1,delayed,0.9578635,2024-05-15
4752,0,not delayed,0.03877869,2024-05-16
4753,0,not delayed,0.040587023,2024-05-16
4753,1,delayed,0.9948912,2024-05-17
4753,0,not delayed,0.1003506,2024-05-19
4753,1,not delayed,0.10829921,2024-05-18
4753,1,delayed,0.9849639,2024-05-15
4754,1,delayed,0.9961857,2024-05-15
4754,0,not delayed,0.13123259,2024-05-18
4754,0,not delayed,0.037945036,2024-05-16
4754,1,delayed,0.9972258,2024-05-19
4754,1,delayed,0.9972258,2024-05-17
4755,1,delayed,0.9848694,2024-05-16
4755,0,not delayed,0.056800682,2024-05-15
4755,0,delayed,0.6003738,2024-05-18
4755,1,delayed,0.9967209,2024-05-17
4755,1,delayed,0.983052,2024-05-19
4756,1,not delayed,0.4104149,2024-05-17
4756,1,delayed,0.9967709,2024-05-18
4756,1,delayed,0.9963963,2024-05-19
4756,1,not delayed,0.04248448,2024-05-15
4756,0,not delayed,0.039690804,2024-05-16
4757,1,delayed,0.9950691,2024-05-17
4757,1,delayed,0.9972255,2024-05-16
4757,0,not delayed,0.045720045,2024-05-15
4757,0,not delayed,0.036489967,2024-05-19
4757,1,delayed,0.9950691,2024-05-18
4758,1,delayed,0.99495035,2024-05-15
4758,0,not delayed,0.056003075,2024-05-19
4758,1,delayed,0.99679244,2024-05-18
4758,0,not delayed,0.03706785,2024-05-17
4758,1,not delayed,0.2039637,2024-05-16
4759,0,not delayed,0.08019462,2024-05-16
4759,1,delayed,0.9953981,2024-05-15
4759,0,not delayed,0.039283946,2024-05-19
4759,0,not delayed,0.04163591,2024-05-18
4759,0,not delayed,0.04402887,2024-05-17
476,1,not delayed,0.086593136,2024-05-15
476,1,delayed,0.9950286,2024-05-16
476,0,not delayed,0.040847257,2024-05-17
476,1,not delayed,0.15873505,2024-05-19
476,1,delayed,0.78558326,2024-05-18
4760,1,delayed,0.99678916,2024-05-17
4760,0,not delayed,0.037090316,2024-05-18
4760,1,delayed,0.99669623,2024-05-16
4760,0,not delayed,0.13964903,2024-05-15
4760,0,delayed,0.66362107,2024-05-19
4761,0,not delayed,0.041487318,2024-05-19
4761,0,not delayed,0.25587833,2024-05-18
4761,0,not delayed,0.039525364,2024-05-16
4761,0,not delayed,0.3744348,2024-05-17
4761,1,delayed,0.66356707,2024-05-15
4762,1,delayed,0.95110506,2024-05-18
4762,0,not delayed,0.038656563,2024-05-17
4762,0,not delayed,0.04013163,2024-05-15
4762,0,not delayed,0.039189976,2024-05-19
4762,1,delayed,0.99671084,2024-05-16
4763,0,not delayed,0.041016314,2024-05-18
4763,0,not delayed,0.37818244,2024-05-15
4763,1,delayed,0.9967926,2024-05-17
4763,0,not delayed,0.07488705,2024-05-19
4763,1,delayed,0.99457794,2024-05-16
4764,0,not delayed,0.05460547,2024-05-18
4764,0,not delayed,0.03929397,2024-05-19
4764,0,not delayed,0.03905504,2024-05-16
4764,0,not delayed,0.04414608,2024-05-17
4764,1,not delayed,0.07607949,2024-05-15
4765,1,delayed,0.9950691,2024-05-17
4765,0,not delayed,0.038953487,2024-05-18
4765,0,not delayed,0.091008745,2024-05-16
4765,0,not delayed,0.043193452,2024-05-19
4765,1,delayed,0.99655807,2024-05-15
4766,1,delayed,0.99462634,2024-05-17
4766,0,not delayed,0.08286709,2024-05-16
4766,0,not delayed,0.04647564,2024-05-18
4766,0,not delayed,0.03890057,2024-05-19
4766,1,delayed,0.9950691,2024-05-15
4767,1,delayed,0.9929259,2024-05-16
4767,1,delayed,0.99654204,2024-05-15
4767,1,delayed,0.71585226,2024-05-17
4767,0,not delayed,0.4062545,2024-05-18
4767,1,delayed,0.9953589,2024-05-19
4768,0,not delayed,0.042580225,2024-05-19
4768,0,not delayed,0.042893387,2024-05-18
4768,0,not delayed,0.040058617,2024-05-16
4768,1,delayed,0.99102926,2024-05-15
4768,1,delayed,0.96555096,2024-05-17
4769,1,delayed,0.9966308,2024-05-17
4769,0,not delayed,0.048126277,2024-05-19
4769,0,not delayed,0.045834597,2024-05-15
4769,0,not delayed,0.039216112,2024-05-16
4769,0,not delayed,0.23689422,2024-05-18
477,0,not delayed,0.042097315,2024-05-19
477,1,delayed,0.9950691,2024-05-17
477,1,delayed,0.9740765,2024-05-16
477,1,delayed,0.9904548,2024-05-18
477,0,not delayed,0.037247714,2024-05-15
4770,0,not delayed,0.044751335,2024-05-16
4770,0,not delayed,0.041090235,2024-05-15
4770,0,not delayed,0.041133907,2024-05-17
4770,0,not delayed,0.039572097,2024-05-18
4770,1,delayed,0.99505866,2024-05-19
4771,0,not delayed,0.054758694,2024-05-19
4771,1,not delayed,0.44294629,2024-05-18
4771,1,delayed,0.50617516,2024-05-16
4771,1,delayed,0.9972124,2024-05-17
4771,1,delayed,0.9950685,2024-05-15
4772,1,not delayed,0.08785819,2024-05-15
4772,0,not delayed,0.04557642,2024-05-17
4772,0,not delayed,0.076535314,2024-05-18
4772,0,not delayed,0.042744935,2024-05-16
4772,1,not delayed,0.03687431,2024-05-19
4773,0,not delayed,0.03717826,2024-05-17
4773,0,not delayed,0.039159756,2024-05-18
4773,1,delayed,0.9967108,2024-05-19
4773,0,not delayed,0.039879993,2024-05-16
4773,0,not delayed,0.036266025,2024-05-15
4774,1,delayed,0.9950691,2024-05-15
4774,0,not delayed,0.1941328,2024-05-19
4774,0,not delayed,0.044587616,2024-05-18
4774,1,delayed,0.99671084,2024-05-17
4774,1,delayed,0.9950691,2024-05-16
4775,0,not delayed,0.03643275,2024-05-17
4775,0,not delayed,0.19494356,2024-05-16
4775,0,not delayed,0.03940523,2024-05-15
4775,1,delayed,0.9972096,2024-05-19
4775,1,delayed,0.9962461,2024-05-18
4776,0,not delayed,0.38173035,2024-05-15
4776,0,not delayed,0.068250135,2024-05-18
4776,0,not delayed,0.10192016,2024-05-17
4776,0,not delayed,0.48010883,2024-05-19
4776,0,not delayed,0.046749964,2024-05-16
4777,0,not delayed,0.038699266,2024-05-19
4777,1,delayed,0.71817684,2024-05-16
4777,0,not delayed,0.06956542,2024-05-18
4777,0,not delayed,0.058702078,2024-05-15
4777,0,not delayed,0.04736354,2024-05-17
4778,1,delayed,0.99504334,2024-05-16
4778,0,not delayed,0.043959573,2024-05-18
4778,0,not delayed,0.041088704,2024-05-17
4778,0,not delayed,0.041523736,2024-05-15
4778,0,not delayed,0.4818436,2024-05-19
4779,0,not delayed,0.039455466,2024-05-16
4779,0,not delayed,0.064904526,2024-05-19
4779,0,not delayed,0.04656933,2024-05-15
4779,0,not delayed,0.042570185,2024-05-18
4779,0,not delayed,0.0392835,2024-05-17
478,1,delayed,0.66425794,2024-05-19
478,1,delayed,0.9950691,2024-05-16
478,1,delayed,0.9949565,2024-05-15
478,1,delayed,0.9967086,2024-05-17
478,0,not delayed,0.3795922,2024-05-18
4780,1,delayed,0.9950691,2024-05-16
4780,1,delayed,0.9950691,2024-05-18
4780,1,delayed,0.97958153,2024-05-19
4780,1,delayed,0.9950691,2024-05-17
4780,0,not delayed,0.03907869,2024-05-15
4781,1,delayed,0.95115876,2024-05-18
4781,1,not delayed,0.09023616,2024-05-17
4781,0,not delayed,0.0431283,2024-05-15
4781,0,not delayed,0.053311627,2024-05-19
4781,0,not delayed,0.13532352,2024-05-16
4782,1,delayed,0.63727415,2024-05-18
4782,1,delayed,0.9967083,2024-05-15
4782,1,delayed,0.9963723,2024-05-17
4782,0,not delayed,0.04104764,2024-05-19
4782,1,delayed,0.9913836,2024-05-16
4783,0,not delayed,0.037225172,2024-05-19
4783,0,not delayed,0.055781726,2024-05-17
4783,0,not delayed,0.049396012,2024-05-16
4783,0,not delayed,0.34733406,2024-05-15
4783,1,delayed,0.9967107,2024-05-18
4784,1,delayed,0.9947247,2024-05-18
4784,1,delayed,0.996665,2024-05-19
4784,1,delayed,0.9950691,2024-05-16
4784,0,not delayed,0.06787418,2024-05-17
4784,0,not delayed,0.05163769,2024-05-15
4785,1,delayed,0.8026439,2024-05-15
4785,0,not delayed,0.04239764,2024-05-19
4785,1,delayed,0.99722576,2024-05-16
4785,0,not delayed,0.040738344,2024-05-17
4785,0,not delayed,0.040623274,2024-05-18
4786,1,delayed,0.99506694,2024-05-17
4786,1,delayed,0.86188596,2024-05-18
4786,0,not delayed,0.045808297,2024-05-16
4786,0,not delayed,0.04433158,2024-05-15
4786,0,not delayed,0.20829697,2024-05-19
4787,1,delayed,0.75761235,2024-05-17
4787,0,not delayed,0.036661908,2024-05-19
4787,0,not delayed,0.03916069,2024-05-18
4787,1,delayed,0.9967099,2024-05-15
4787,0,not delayed,0.041609954,2024-05-16
4788,0,not delayed,0.046237294,2024-05-19
4788,0,not delayed,0.041536078,2024-05-15
4788,0,not delayed,0.042511057,2024-05-17
4788,1,delayed,0.68146276,2024-05-18
4788,0,not delayed,0.08492321,2024-05-16
4789,0,not delayed,0.04566196,2024-05-16
4789,0,not delayed,0.4001437,2024-05-18
4789,0,not delayed,0.46937966,2024-05-15
4789,1,delayed,0.99013346,2024-05-17
4789,0,not delayed,0.07580732,2024-05-19
479,0,not delayed,0.044793855,2024-05-17
479,1,delayed,0.99671084,2024-05-18
479,1,delayed,0.93579674,2024-05-16
479,1,delayed,0.7688547,2024-05-19
479,0,not delayed,0.04201343,2024-05-15
4790,1,delayed,0.9950691,2024-05-18
4790,1,delayed,0.9950691,2024-05-16
4790,1,delayed,0.99502903,2024-05-15
4790,0,not delayed,0.0412573,2024-05-19
4790,1,delayed,0.995069,2024-05-17
4791,1,delayed,0.9972258,2024-05-15
4791,1,delayed,0.99505126,2024-05-16
4791,1,delayed,0.9908922,2024-05-17
4791,1,delayed,0.9950416,2024-05-18
4791,0,not delayed,0.03875654,2024-05-19
4792,1,delayed,0.99494886,2024-05-18
4792,1,delayed,0.9950691,2024-05-16
4792,0,not delayed,0.0403547,2024-05-15
4792,1,delayed,0.9972258,2024-05-19
4792,1,delayed,0.9950691,2024-05-17
4793,0,not delayed,0.06468545,2024-05-15
4793,0,not delayed,0.050845064,2024-05-19
4793,0,not delayed,0.11701962,2024-05-17
4793,0,not delayed,0.15873407,2024-05-16
4793,0,not delayed,0.043229178,2024-05-18
4794,0,not delayed,0.05187754,2024-05-19
4794,1,delayed,0.9964599,2024-05-15
4794,0,not delayed,0.04766552,2024-05-17
4794,1,delayed,0.994214,2024-05-16
4794,0,not delayed,0.09694133,2024-05-18
4795,1,delayed,0.94869065,2024-05-19
4795,1,not delayed,0.3045273,2024-05-16
4795,1,delayed,0.99670875,2024-05-17
4795,1,delayed,0.9950691,2024-05-18
4795,1,delayed,0.80058616,2024-05-15
4796,1,delayed,0.9950674,2024-05-18
4796,1,delayed,0.9950691,2024-05-16
4796,1,delayed,0.99506783,2024-05-19
4796,0,not delayed,0.049081314,2024-05-17
4796,1,delayed,0.9950691,2024-05-15
4797,0,not delayed,0.046343062,2024-05-19
4797,0,not delayed,0.044407092,2024-05-17
4797,1,delayed,0.9950691,2024-05-16
4797,1,delayed,0.9967926,2024-05-15
4797,0,not delayed,0.042063773,2024-05-18
4798,1,delayed,0.99627244,2024-05-15
4798,1,delayed,0.9902827,2024-05-19
4798,1,delayed,0.9947886,2024-05-18
4798,1,delayed,0.99484634,2024-05-16
4798,0,not delayed,0.0425345,2024-05-17
4799,0,not delayed,0.28569764,2024-05-15
4799,1,delayed,0.9972243,2024-05-17
4799,0,not delayed,0.0726293,2024-05-18
4799,1,delayed,0.994778,2024-05-19
4799,0,not delayed,0.042463165,2024-05-16
48,1,not delayed,0.100346,2024-05-15
48,1,delayed,0.97952527,2024-05-17
48,0,not delayed,0.041585702,2024-05-19
48,0,not delayed,0.1561479,2024-05-16
48,0,not delayed,0.054778922,2024-05-18
480,1,delayed,0.76362145,2024-05-18
480,1,delayed,0.99474984,2024-05-15
480,1,delayed,0.9950691,2024-05-19
480,1,delayed,0.99667174,2024-05-16
480,0,not delayed,0.0666137,2024-05-17
4800,0,not delayed,0.06207576,2024-05-19
4800,0,not delayed,0.04359003,2024-05-18
4800,1,delayed,0.978217,2024-05-17
4800,0,not delayed,0.03747249,2024-05-16
4800,1,delayed,0.9950682,2024-05-15
4801,0,not delayed,0.04296657,2024-05-18
4801,1,delayed,0.9577625,2024-05-17
4801,1,not delayed,0.34684852,2024-05-15
4801,1,delayed,0.99503416,2024-05-16
4801,1,delayed,0.9863212,2024-05-19
4802,0,not delayed,0.056502994,2024-05-18
4802,0,not delayed,0.04973288,2024-05-16
4802,0,not delayed,0.24537411,2024-05-15
4802,1,delayed,0.9950689,2024-05-17
4802,1,delayed,0.99506885,2024-05-19
4803,0,not delayed,0.036468487,2024-05-15
4803,1,delayed,0.997015,2024-05-19
4803,0,not delayed,0.03654095,2024-05-16
4803,1,delayed,0.9950634,2024-05-17
4803,0,not delayed,0.038588423,2024-05-18
4804,0,not delayed,0.050736416,2024-05-18
4804,0,not delayed,0.04143734,2024-05-15
4804,0,not delayed,0.039720397,2024-05-17
4804,1,delayed,0.9349207,2024-05-16
4804,0,not delayed,0.0412828,2024-05-19
4805,0,not delayed,0.041875873,2024-05-17
4805,1,delayed,0.93944407,2024-05-15
4805,0,not delayed,0.16192241,2024-05-16
4805,0,not delayed,0.2150989,2024-05-18
4805,0,not delayed,0.068958715,2024-05-19
4806,0,not delayed,0.040950198,2024-05-19
4806,1,delayed,0.9950691,2024-05-15
4806,1,delayed,0.9950691,2024-05-18
4806,1,not delayed,0.34889868,2024-05-17
4806,0,not delayed,0.04316877,2024-05-16
4807,0,not delayed,0.13012767,2024-05-19
4807,0,not delayed,0.038402952,2024-05-18
4807,0,not delayed,0.036328323,2024-05-16
4807,1,delayed,0.99505365,2024-05-17
4807,0,not delayed,0.041251354,2024-05-15
4808,1,delayed,0.9967926,2024-05-17
4808,0,not delayed,0.058012255,2024-05-15
4808,0,not delayed,0.045903035,2024-05-19
4808,1,delayed,0.90382695,2024-05-16
4808,0,not delayed,0.16287224,2024-05-18
4809,0,not delayed,0.047729537,2024-05-18
4809,0,not delayed,0.111925274,2024-05-15
4809,0,not delayed,0.08760997,2024-05-16
4809,0,not delayed,0.043591652,2024-05-19
4809,0,not delayed,0.0573644,2024-05-17
481,1,not delayed,0.10984316,2024-05-16
481,0,not delayed,0.04044455,2024-05-19
481,0,not delayed,0.043206796,2024-05-18
481,0,not delayed,0.042803865,2024-05-15
481,1,delayed,0.99671084,2024-05-17
4810,1,delayed,0.9947206,2024-05-17
4810,1,delayed,0.9950691,2024-05-15
4810,1,delayed,0.9938843,2024-05-16
4810,0,not delayed,0.32202786,2024-05-19
4810,1,delayed,0.99505156,2024-05-18
4811,0,not delayed,0.049638484,2024-05-15
4811,1,delayed,0.9972032,2024-05-19
4811,1,delayed,0.9950691,2024-05-17
4811,1,delayed,0.99676627,2024-05-18
4811,0,not delayed,0.039204165,2024-05-16
4812,0,not delayed,0.045634087,2024-05-17
4812,0,not delayed,0.31980953,2024-05-19
4812,1,delayed,0.9948511,2024-05-15
4812,0,not delayed,0.040349435,2024-05-18
4812,1,delayed,0.98512226,2024-05-16
4813,1,delayed,0.9950691,2024-05-17
4813,1,delayed,0.7459232,2024-05-15
4813,1,delayed,0.9950669,2024-05-16
4813,1,not delayed,0.25451335,2024-05-18
4813,0,not delayed,0.048595887,2024-05-19
4814,1,delayed,0.9167074,2024-05-18
4814,0,not delayed,0.039403904,2024-05-19
4814,0,not delayed,0.039813265,2024-05-16
4814,0,not delayed,0.03900955,2024-05-17
4814,1,delayed,0.99504733,2024-05-15
4815,1,delayed,0.8996572,2024-05-18
4815,0,not delayed,0.05993473,2024-05-19
4815,0,not delayed,0.06455949,2024-05-16
4815,0,not delayed,0.06149853,2024-05-17
4815,0,not delayed,0.23121145,2024-05-15
4816,1,delayed,0.9950689,2024-05-18
4816,1,delayed,0.99679226,2024-05-19
4816,0,not delayed,0.043865092,2024-05-15
4816,0,not delayed,0.046286963,2024-05-17
4816,1,delayed,0.99505967,2024-05-16
4817,1,delayed,0.9967108,2024-05-18
4817,1,delayed,0.9950691,2024-05-15
4817,0,not delayed,0.04002797,2024-05-17
4817,0,not delayed,0.096000016,2024-05-16
4817,1,delayed,0.9948595,2024-05-19
4818,0,not delayed,0.039850842,2024-05-19
4818,0,not delayed,0.07127658,2024-05-16
4818,1,delayed,0.9197439,2024-05-18
4818,1,delayed,0.99503434,2024-05-15
4818,1,delayed,0.9944708,2024-05-17
4819,0,not delayed,0.038449205,2024-05-19
4819,1,delayed,0.5320911,2024-05-17
4819,0,not delayed,0.040618837,2024-05-16
4819,0,not delayed,0.1796512,2024-05-18
4819,1,delayed,0.99722576,2024-05-15
482,1,delayed,0.75568134,2024-05-19
482,1,delayed,0.6137293,2024-05-18
482,1,delayed,0.9967922,2024-05-16
482,1,delayed,0.8527928,2024-05-15
482,1,delayed,0.99661785,2024-05-17
4820,0,not delayed,0.04250584,2024-05-16
4820,0,not delayed,0.08538945,2024-05-15
4820,0,not delayed,0.23088379,2024-05-17
4820,0,not delayed,0.15629438,2024-05-18
4820,0,not delayed,0.044804364,2024-05-19
4821,1,delayed,0.9950691,2024-05-15
4821,1,delayed,0.66216344,2024-05-17
4821,0,not delayed,0.29473245,2024-05-19
4821,0,not delayed,0.042316023,2024-05-16
4821,1,delayed,0.9950691,2024-05-18
